(0.11126161691732706, 0.051969006285071374, 0.20959438547492026, 1.0)
(0.19971937708556653, 0.29752424148842693, 0.0955731226503849, 2.0)
(0.14798434374388308, 0.28512843828648327, 0.2029378942772746, 3.0)
(0.11126161691732706, 0.051969006285071374, 0.20959438547492026, 1.0)
(0.19971937708556653, 0.29752424148842693, 0.0955731226503849, 2.0)
(0.14798434374388308, 0.28512843828648327, 0.2029378942772746, 3.0)
(0.3039631301932968, 0.3357329821586609, 0.1651718786917627, 4.0)
(0.11126161691732706, 0.051969006285071374, 0.20959438547492026, 1.0)
(0.19971937708556653, 0.29752424148842693, 0.0955731226503849, 2.0)
(0.14798434374388308, 0.28512843828648327, 0.2029378942772746, 3.0)
(0.3039631301932968, 0.3357329821586609, 0.1651718786917627, 4.0)
(0.3556273844279349, 0.17314110594335944, 0.19546695988625287, 5.0)
(0.11126161691732706, 0.051969006285071374, 0.20959438547492026, 1.0)
(0.19971937708556653, 0.29752424148842693, 0.0955731226503849, 2.0)
(0.14798434374388308, 0.28512843828648327, 0.2029378942772746, 3.0)
(0.11126161691732706, 0.051969006285071374, 0.20959438547492026, 1.0)
(0.19971937708556653, 0.29752424148842693, 0.0955731226503849, 2.0)
(0.14798434374388308, 0.28512843828648327, 0.2029378942772746, 3.0)
(0.3039631301932968, 0.3357329821586609, 0.1651718786917627, 4.0)
(0.11126161691732706, 0.051969006285071374, 0.20959438547492026, 1.0)
(0.19971937708556653, 0.29752424148842693, 0.0955731226503849, 2.0)
(0.14798434374388308, 0.28512843828648327, 0.2029378942772746, 3.0)
(0.3039631301932968, 0.3357329821586609, 0.1651718786917627, 4.0)
(0.11126161691732706, 0.051969006285071374, 0.20959438547492026, 1.0)
(0.19971937708556653, 0.29752424148842693, 0.0955731226503849, 2.0)
(0.14798434374388308, 0.28512843828648327, 0.2029378942772746, 3.0)
(0.3039631301932968, 0.3357329821586609, 0.1651718786917627, 4.0)
(0.3556273844279349, 0.17314110594335944, 0.19546695988625287, 5.0)
(0.0489161478728056, 0.2447692478634417, 0.2590067625418305, 6.0)
(0.08997310837774421, 0.15490226507186888, 0.06348741870373488, 7.0)
(0.06000109486281872, 0.14586207429412754, 0.0964343024790287, 8.0)
(0.06040489999577403, 0.055677801743149756, 0.13708996170298632, 9.0)
(0.20166157573461532, 0.07372639605775476, 0.33100521910935643, 10.0)
(0.11777968630194664, 0.06863066103309393, 0.31834387660026553, 11.0)
(0.2268920083786361, 0.04370532043278217, 0.07639606290031224, 12.0)
(0.3848144105821848, 0.04343073877738789, 0.0011514857411384638, 13.0)
(0.26307755082845685, 0.12330394795164465, 0.29177107658237217, 14.0)
(0.2931067450344563, 0.18205927863717078, 0.09470100738108159, 15.0)
(0.04246375776827335, 0.0886426818370819, 0.010783386752009391, 16.0)
